sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
43,43,0,0,32,0,21,0,0,0,0,3,6,37,0,0,0,119,0,0
0,0,0,0,0,55,0,0,1,32,0,4,13,0,0,5,0,362,0,0
0,0,0,0,0,0,5,0,0,0,0,65,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,84,0,0,21,0,1,0,89,64,3,0,22,0,0,93,0
63,63,0,0,8,0,0,65,0,1,0,0,6,0,0,83,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,11,0,17
0,0,0,0,0,0,0,1,0,19,0,0,132,0,0,0,0,77,19,0
73,73,0,0,0,136,113,27,0,0,0,46,57,0,0,0,0,28,0,0
0,0,0,0,0,293,43,0,0,0,0,60,16,217,592,0,0,106,57,98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,0,0,0,10,15,0,4,0,8,11,0,1,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,103,0,0,0,0,27,23,0,0,0,81,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0,1,0,272,0,58,1,0,1,83,466,147,121,14,0,0,59,39
1,1,0,0,0,19,23,34,0,0,0,0,0,34,0,0,1,0,2,0
44,44,0,0,46,0,12,22,0,0,0,0,8,77,0,0,0,1,25,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,66,0,0,0,0,0,0,0,53,0,1,0,0,20,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,1,0,0,0,0,0,0,0,0,0,31,125,0,0,0,7,48
0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
1,1,0,0,22,125,0,0,0,0,0,91,45,73,135,0,0,3,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
44,44,0,0,1,0,34,123,0,1,0,0,63,153,1,7,1,215,219,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,137,0,31,251,0,67,0,0,0,53,13,5,0,0,0,2,0,24
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,3,207,0,0,0,22,0,0,13,3,6,2,0,4,0,2,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0
0,0,0,0,120,0,10,1,0,0,0,0,0,20,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,0,0,21,0,146,0,0,0,0,108,0,0,0,0,0,3,0,59
1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,16,0,186,0,1,53,0,0,0,0,0,0,0,204,110,3
87,87,0,0,0,122,162,51,0,0,0,71,24,46,0,3,0,1,0,9
166,166,0,0,88,63,96,148,0,53,1,57,4,20,1,34,0,57,131,42
0,0,0,0,22,0,108,0,0,0,0,0,0,0,0,0,0,8,3,0
0,0,0,0,108,0,0,113,0,0,0,0,0,79,0,0,0,2,204,12
0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,81,0,76,0,25,98,0,0,0,0,0,0,70
0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
0,0,0,0,114,0,167,41,0,1,0,49,0,35,0,1,0,81,0,26
0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,0,0,0,0,11,0,0,0,0,0,22,0,0,1,0,0,0,36
0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,11,0
41,41,0,1,0,0,0,0,0,17,0,0,0,28,338,0,0,16,41,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33,0,0,0,0,0,24,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,52
6,6,0,0,0,0,0,21,0,0,0,0,107,65,0,0,0,34,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0
0,0,0,0,50,192,0,0,0,0,0,7,0,20,0,19,0,0,8,53
0,0,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,52,0,0,0,0,0,25,0,16,0,21,90,36,0,4,0,23,8,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,116,0,0,87,0,164,60,1,0,0,0,0,16,279,1,0,0,49,168
238,238,0,1,171,0,12,106,1,51,0,52,316,151,279,53,0,412,61,311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,7,0,24,0,43,12,0,57,0,0,0,0,79,52,2
28,28,0,0,99,113,52,0,0,85,0,36,0,1,0,1,0,0,1,2
0,0,0,0,149,0,0,32,0,52,0,21,87,65,122,1,0,0,0,50
0,0,0,0,121,0,0,31,0,0,0,30,64,44,185,0,0,47,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,57,0,0,0,0,0,0,1,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,126,1,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,1,28,0,3,40,0,39,0,19,1,0,286,0,0,1,66,143
234,234,0,1,0,32,0,0,1,0,0,37,143,57,289,0,0,0,0,0
0,0,344,0,0,0,0,7,0,1,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,23,6,0,0,0,72,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,91,0,0,0,0,0,0,68,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
20,20,0,0,101,118,0,0,0,0,0,34,1,41,245,9,0,21,0,0
65,65,0,1,0,1,0,77,0,15,0,0,1,2,141,44,0,19,94,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,23,0,0,0,0
0,0,0,0,0,0,127,0,0,0,0,16,26,30,0,0,0,0,0,0
0,0,0,0,0,67,0,3,0,0,0,0,1,35,0,14,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,30,0,299,0,0,89,0,2
0,0,0,0,0,0,0,51,0,0,1,0,0,0,2,0,0,0,0,0
0,0,64,0,0,0,0,0,0,0,0,14,0,0,0,0,1,158,0,0
44,44,0,0,18,70,0,0,0,0,0,0,91,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,9
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,103,0,11,0,0,0,0,8,42,0,7,0,0,67,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,91,2,406,148,173,43,2,226,1,27,505,333,35,2,0,217,52,211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,0,0,0,141,0,0,1,0,0,0,166,45,112,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
23,23,11,12,16,1,48,2,19,0,0,15,22,8,10,14,9,108,1,127
0,0,0,0,7,0,0,0,0,0,0,0,0,4,76,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,59
114,114,0,0,117,84,71,70,0,0,0,0,1,0,228,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,63,0,0,121,0,107,0,0,0,0,87,0,71,0,0,0,89,0,66
0,0,0,0,10,0,110,0,0,0,0,74,0,44,0,0,0,209,14,131
0,0,0,0,0,0,0,9,0,1,0,18,0,83,0,0,0,70,0,55
0,0,0,0,69,60,58,50,0,120,0,36,191,266,3,0,0,0,15,0
0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,42,0,0,2,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
52,52,257,0,228,0,0,25,1,1,0,9,187,17,0,0,0,10,232,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
7,7,0,0,3,0,0,0,0,1,0,3,17,12,0,0,0,5,4,16
0,0,0,0,110,0,19,0,0,0,0,0,0,0,0,23,0,93,11,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,135,0,0,8,0,0,0,0,0,1,0,0,0,105,0,10
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,75,0,0,0,1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,84,0,0,0,0,0,83,0
0,0,0,0,77,0,61,1,0,0,0,0,40,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,43,40
0,0,0,0,51,0,68,0,0,0,0,0,0,0,0,4,0,0,26,132
0,0,0,0,0,0,0,199,0,0,0,0,0,24,38,26,0,7,0,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,0,0,89,153,15,0,0,0,31,0,11
74,74,0,1,0,0,0,0,0,40,0,1,189,22,0,0,0,0,0,67
0,0,0,0,0,0,0,3,0,0,0,0,36,43,0,0,0,48,0,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,0,0,0,0,0,0,0,0,0,107,0,0,17,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,0,0,43,0,7,2,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,1,0,0,0,69
71,71,0,0,278,208,54,0,1,0,23,0,0,71,1,52,1,99,212,25
43,43,0,0,1,0,44,0,0,30,0,1,0,0,0,0,0,0,0,0
0,0,0,0,32,0,0,2,0,0,0,1,0,0,0,0,0,41,0,0
116,116,0,0,49,68,0,0,1,0,1,23,0,43,232,9,0,50,1,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,39,0,0,80,0,0,0,0,0
5,5,0,0,43,5,1,0,0,0,0,0,132,0,1,0,0,106,0,0
0,0,0,1,0,0,0,166,0,0,1,30,0,0,0,0,0,53,0,0
5,5,0,0,44,0,0,9,0,0,0,42,110,83,0,0,0,0,0,265
0,0,0,0,102,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,0,1,0,0,0,0,0,4,0,16,123,60,0,0,0,181,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,45,0,11
84,84,0,0,0,0,0,31,0,0,0,0,0,0,0,22,0,0,0,6
112,112,0,0,0,0,0,0,0,0,0,22,105,0,0,1,0,0,189,0
280,280,0,0,60,0,187,284,1,141,1,174,206,251,184,26,0,594,416,434
0,0,0,0,0,150,0,0,0,0,0,0,0,3,0,0,0,101,0,1
87,87,0,0,116,0,0,129,0,0,0,18,152,108,1,23,0,30,20,12
61,61,0,0,94,0,0,113,0,96,0,146,0,171,16,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,76,0,0,0,0,23,0,55,4,0,127,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,70,32,1,0,0,0,0,39,0,16,0,37,0,0
0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,39,0,0,0,15,0,10,0,28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,2,127,0,0,0,0,0,0,49,0,89,76,24,0,0,0,2
0,0,0,0,0,9,0,0,0,64,0,5,0,0,0,0,0,0,84,0
193,193,0,0,178,0,45,6,1,0,0,32,198,15,62,51,0,101,49,333
21,21,0,0,0,0,12,0,0,0,0,0,1,0,0,22,0,0,0,16
0,0,0,0,134,0,0,0,0,61,0,0,143,153,0,0,0,0,114,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,66,125,97,64,0,0,0,91,103,154,0,0,0,36,0,73
0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,141,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,0,0,0,1,0,0,0,0,0,0,237,0,0,0,0,0
0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,5,32,0
77,77,0,0,0,105,46,0,0,0,0,0,28,17,0,0,0,118,91,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,1,0,0,83,40,0,0,0,0,0,0,0,12,0,0,0,0
135,135,0,0,23,204,215,143,0,0,0,47,90,72,401,0,1,57,98,81
22,22,0,0,3,0,0,50,0,0,0,1,57,0,430,43,0,0,2,55
85,85,0,0,24,0,75,0,0,0,0,0,0,28,0,0,0,84,0,0
0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,109
0,0,0,1,0,0,0,2,0,0,0,0,0,51,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,1,0,3,0,0,0,0,0,6,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,298,0,77,0,1,0,0,10,0,0,0,0,0,134,46,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,0,0,0,25,23,78,0,0,0,69,127,13,125,1,0,0,80,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
6,6,0,0,0,0,0,34,0,64,0,0,0,57,0,8,0,0,75,0
0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,122,0,0,1,0,0,5,0,0,0,0,0,0,0,0,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,0,0,0,21,0,1,0,0,0,5,0,0,0,0,0,0,70,0
0,0,0,0,114,0,0,24,1,0,0,0,0,0,0,1,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,141,0,76,71,0,37,1,0,0,0,0,42,142,0,0,114,93,53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,105,0,0,0,0,0,136,0,0,0,0,0,110,155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,0,0,70,0,25,0,0,35,0,45,2,35,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,564,0,44,196,0,91,0,68,1,91,0,233,0,24,0,80,0,141
0,0,0,0,109,28,0,0,0,0,0,0,0,0,121,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0
291,291,193,1,513,288,266,336,1,186,26,288,532,313,178,8,1,283,299,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,63,0,4,0,1,0,0,89,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,65,0,0,55,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,87,0,11,0,46,0,0,0,74,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,1,0,0,2,0,0,0,0,0,7,0,93,0,0,0,0,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,205,1,52,0,91,0,0,31,0,0,0,0,5,0,0
3,3,0,0,65,0,0,46,0,107,1,0,0,81,0,0,0,130,3,42
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
155,155,92,0,245,55,143,87,0,33,5,95,88,140,335,0,0,72,281,57
0,0,66,0,0,0,21,0,0,95,0,0,0,35,1,0,0,1,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
